Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1933,5.0,0.1759,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['create', 'list', 'lists', 'specific', 'columns', 'pandas', 'dataframe']"
1934,0.0,0.1623,"python, string, image, make, output, strings, replace, specific, print, split","['unable', 'print', 'procedural', 'macro', 'function', 'declaration', 'rust']"
1935,7.0,0.1492,"function, multiple, array, numpy, create, object, class, return, query, attribute","['create', 'dynamic', 'insert', 'query', 'python', 'save', 'data', 'mysql', 'db']"
1936,0.0,0.1592,"python, string, image, make, output, strings, replace, specific, print, split","['access', 'enum', 'value', 'database', 'record', 'python', 'sqlalchemy']"
1937,5.0,0.1359,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['create', 'simple', 'thesaurus', 'field', 'dataframe']"
1938,1.0,0.1368,"data, convert, model, django, table, tensorflow, keras, type, method, input","['filter', 'append', 'arrays']"
1939,4.0,0.1672,"list, python, dictionary, find, text, add, remove, number, elements, json","['iterate', 'json', 'append', 'dictionary']"
1940,3.0,0.1473,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['writing', 'text', 'numeric', 'variable', 'text', 'file']"
1941,6.0,0.1767,"error, date, code, sql, set, selenium, html, format, import, flask","['mysql', 'subtime', 'time', 'end', 'time', 'start', 'giving', 'negative', 'value']"
1942,3.0,0.1767,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['plot', 'time', 'series', 'different', 'timestamps', 'datetime', 'time', 'format', 'goes', 'one', 'day']"
1943,4.0,0.2093,"list, python, dictionary, find, text, add, remove, number, elements, json","['append', 'single', 'value', 'list', 'created', 'list', 'comprehension', 'single', 'line']"
1944,3.0,0.1561,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['change', 'legend', 'symbol', 'geom_line', 'geom_point']"
1945,2.0,0.1662,"python, file, csv, files, google, run, script, api, read, save","['python', 'convert', 'py', 'exe', 'ubuntu', 'work', 'windows']"
1946,1.0,0.1672,"data, convert, model, django, table, tensorflow, keras, type, method, input","['valueerror', 'error', 'checking', 'input', 'expected', 'lstm_input']"
1947,6.0,0.1652,"error, date, code, sql, set, selenium, html, format, import, flask","['java', 'excluding', 'images', 'building', 'jar', 'file']"
1948,0.0,0.1466,"python, string, image, make, output, strings, replace, specific, print, split","['python', 'multiprocessing', 'fast', 'first', 'run']"
1949,2.0,0.1692,"python, file, csv, files, google, run, script, api, read, save","['schedule', 'tasks', 'termux', 'using', 'command']"
1950,0.0,0.1641,"python, string, image, make, output, strings, replace, specific, print, split","['remove', 'elements', 'contain', 'special', 'characters', 'strings']"
1951,2.0,0.1751,"python, file, csv, files, google, run, script, api, read, save","['python', 'module', 'built', 'function', 'help', 'write', 'program']"
1952,4.0,0.15,"list, python, dictionary, find, text, add, remove, number, elements, json","['remove', 'non', 'symmetric', 'pairs', 'numpy', 'array']"
1953,7.0,0.15,"function, multiple, array, numpy, create, object, class, return, query, attribute","['use', 'functions', 'hashlib', 'python', 'numba', 'function']"
1954,1.0,0.1623,"data, convert, model, django, table, tensorflow, keras, type, method, input","['tensorflow', 'vs', 'tensorflow', 'keras', 'inference', 'speed', 'differ', 'times']"
1955,3.0,0.1623,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['indexerror', 'list', 'index', 'range', 'importing', 'findspark', 'init']"
1956,6.0,0.1515,"error, date, code, sql, set, selenium, html, format, import, flask","['pip', 'install', 'macos']"
1957,0.0,0.1907,"python, string, image, make, output, strings, replace, specific, print, split","['resize', 'constantly', 'changing', 'image', 'fit', 'size', 'changing', 'screen', 'using', 'css']"
1958,7.0,0.1901,"function, multiple, array, numpy, create, object, class, return, query, attribute","['create', 'numpy', 'array', 'like', 'object', 'pandas', 'dataframe', 'multiple', 'columns']"
1959,4.0,0.1528,"list, python, dictionary, find, text, add, remove, number, elements, json","['match', 'lines', 'one', 'tab', 'vim']"
1960,5.0,0.1798,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['populate', 'multiple', 'dictionary', 'common', 'keys', 'pandas', 'dataframe']"
1961,2.0,0.1473,"python, file, csv, files, google, run, script, api, read, save","['tell', 'current', 'tcp', 'segment', 'part', 'large', 'pdu']"
1962,5.0,0.1949,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['replace', 'pandas', 'column', 'values', 'based', 'another', 'df']"
1963,0.0,0.1394,"python, string, image, make, output, strings, replace, specific, print, split","['timer', 'restart']"
1964,0.0,0.1368,"python, string, image, make, output, strings, replace, specific, print, split","['turtle', 'timer', 'keeps', 'blinking']"
1965,7.0,0.1836,"function, multiple, array, numpy, create, object, class, return, query, attribute","['query', 'times', 'hours', 'optimize']"
1966,2.0,0.1343,"python, file, csv, files, google, run, script, api, read, save","['installing', 'pythonnet', 'internet', 'access']"
1967,0.0,0.1603,"python, string, image, make, output, strings, replace, specific, print, split","['pandas', 'dataframe', 'extract', 'string', 'two', 'strings', 'include', 'first', 'delimiter']"
1968,2.0,0.1314,"python, file, csv, files, google, run, script, api, read, save","['strange', 'behavior', 'checking', 'empty', 'string', 'pycharm']"
1969,5.0,0.1525,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['compare', 'values', 'two', 'pandas', 'dataframes', 'one', 'list', 'one', 'single', 'value', 'efficiently']"
1970,7.0,0.1473,"function, multiple, array, numpy, create, object, class, return, query, attribute","['python', 'set', 'dataframe', 'parameter', 'function', 'python']"
1971,5.0,0.15,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['calcluate', 'sum', 'column', 'python', 'pandas']"
1972,1.0,0.1612,"data, convert, model, django, table, tensorflow, keras, type, method, input","['pandas', 'incompatible', 'shape', 'complex', 'type', 'column']"
1973,0.0,0.1404,"python, string, image, make, output, strings, replace, specific, print, split","['convert', 'nat', 'nan', 'python']"
1974,3.0,0.1528,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['looping', 'wrapping', 'colormap', 'given', 'interval']"
1975,6.0,0.1528,"error, date, code, sql, set, selenium, html, format, import, flask","['ssrs', 'service', 'unavailable', 'http']"
1976,1.0,0.194,"data, convert, model, django, table, tensorflow, keras, type, method, input","['deal', 'high', 'number', 'target', 'vocab', 'sequential', 'type', 'model']"
1977,3.0,0.15,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['change', 'label', 'text', 'custom', 'function']"
1978,1.0,0.1343,"data, convert, model, django, table, tensorflow, keras, type, method, input","['group', 'chars', 'without', 'space', 'regardless', 'case']"
1979,7.0,0.1515,"function, multiple, array, numpy, create, object, class, return, query, attribute","['share', 'object', 'processes']"
1980,1.0,0.1652,"data, convert, model, django, table, tensorflow, keras, type, method, input","['getting', 'error', 'testing', 'spring', 'boot', 'rest', 'controller', 'multipart', 'file']"
1981,4.0,0.152,"list, python, dictionary, find, text, add, remove, number, elements, json","['python', 'index', 'string', 'matching', 'word']"
1982,7.0,0.1528,"function, multiple, array, numpy, create, object, class, return, query, attribute","['std', 'weak_ptr', 'stack', 'object']"
1983,0.0,0.1379,"python, string, image, make, output, strings, replace, specific, print, split","['define', 'gradient', 'hessian', 'function', 'python']"
1984,0.0,0.1487,"python, string, image, make, output, strings, replace, specific, print, split","['improve', 'accuracy', 'siamese', 'network']"
1985,5.0,0.1473,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['python', 'pandas', 'dataframe', 'remove', 'bom', 'character']"
1986,6.0,0.1528,"error, date, code, sql, set, selenium, html, format, import, flask","['macros', 'see', 'worksheet', 'runtime', 'error']"
1987,3.0,0.1737,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['pop', 'index', 'falls', 'range', 'despise', 'decrementing', 'copy', 'original', 'list']"
1988,7.0,0.161,"function, multiple, array, numpy, create, object, class, return, query, attribute","['iteration', 'new', 'object', 'instance', 'python']"
1989,2.0,0.1528,"python, file, csv, files, google, run, script, api, read, save","['check', 'access', 'read', 'folder']"
1990,5.0,0.1616,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['compute', 'nested', 'group', 'proportions', 'using', 'python', 'pandas', 'without', 'losing', 'original', 'row', 'count']"
1991,6.0,0.1493,"error, date, code, sql, set, selenium, html, format, import, flask","['heroku', 'custom', 'domain', 'work', 'django', 'deployment']"
1992,5.0,0.141,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['happen', 'esp', 'ebp']"
1993,5.0,0.1431,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['check', 'condition', 'group']"
1994,6.0,0.1549,"error, date, code, sql, set, selenium, html, format, import, flask","['simplest', 'way', 'assign', 'version', 'numbers', 'static', 'files', 'django', 'avoid', 'caching']"
1995,4.0,0.1486,"list, python, dictionary, find, text, add, remove, number, elements, json","['subprocess', 'returns', 'couple', 'seconds', 'error', 'command', 'job']"
1996,6.0,0.1682,"error, date, code, sql, set, selenium, html, format, import, flask","['unexplainable', 'memory', 'error', 'running', 'code']"
1997,4.0,0.1533,"list, python, dictionary, find, text, add, remove, number, elements, json","['using', 'python', 'multiprocessing', 'loop', 'appends', 'results', 'dictionary']"
1998,0.0,0.1434,"python, string, image, make, output, strings, replace, specific, print, split","['convert', 'date', 'column', 'higher', 'resolution', 'python']"
1999,6.0,0.15,"error, date, code, sql, set, selenium, html, format, import, flask","['sql', 'inner', 'join', 'multiple', 'tables', 'one', 'query']"
2000,7.0,0.15,"function, multiple, array, numpy, create, object, class, return, query, attribute","['getting', 'unique', 'numpy', 'array', 'values', 'without', 'sorting']"
2001,5.0,0.1652,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['incorrect', 'behavior', 'groupby', 'datetime', 'ns', 'utc', 'sampling', 'pandas']"
2002,0.0,0.148,"python, string, image, make, output, strings, replace, specific, print, split","['find', 'minimal', 'number', 'rectangles', 'image']"
2003,5.0,0.1682,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['matching', 'dataframes', 'based', 'column', 'value', 'subset']"
2004,5.0,0.1798,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['python', 'pandas', 'move', 'data', 'new', 'columns', 'condition', 'met']"
2005,1.0,0.1394,"data, convert, model, django, table, tensorflow, keras, type, method, input","['iterate', 'xml', 'tree', 'children', 'chosen', 'parent']"
2006,2.0,0.1473,"python, file, csv, files, google, run, script, api, read, save","['pass', 'variable', 'http', 'request', 'api', 'call']"
2007,1.0,0.1394,"data, convert, model, django, table, tensorflow, keras, type, method, input","['matplotlib', 'zoom', 'last', 'value']"
2008,0.0,0.1612,"python, string, image, make, output, strings, replace, specific, print, split","['beautiful', 'soup', 'extracting', 'deeply', 'nested', 'div']"
2009,1.0,0.1447,"data, convert, model, django, table, tensorflow, keras, type, method, input","['hive', 'automatically', 'append', 'data', 'hive', 'table', 'every', 'day']"
2010,7.0,0.15,"function, multiple, array, numpy, create, object, class, return, query, attribute","['check', 'numpy', 'array', 'shape', 'reshape']"
2011,1.0,0.1343,"data, convert, model, django, table, tensorflow, keras, type, method, input","['cant', 'add', 'substract', 'two', 'date', 'times']"
2012,2.0,0.1528,"python, file, csv, files, google, run, script, api, read, save","['uploading', 'video', 'youtube', 'api']"
2013,7.0,0.1557,"function, multiple, array, numpy, create, object, class, return, query, attribute","['array', 'flag', 'owndata', 'ever', 'useful']"
2014,2.0,0.1557,"python, file, csv, files, google, run, script, api, read, save","['specify', 'file', 'paths', 'compressed', 'way']"
2015,5.0,0.1896,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['filtering', 'dataframe', 'based', 'conditional', 'count', 'specific', 'column']"
2016,6.0,0.1632,"error, date, code, sql, set, selenium, html, format, import, flask","['connect', 'localhost', 'python', 'flask', 'api', 'using', 'python']"
2017,0.0,0.1473,"python, string, image, make, output, strings, replace, specific, print, split","['remove', 'whitespace', 'list', 'strings', 'pandas', 'series']"
2018,7.0,0.15,"function, multiple, array, numpy, create, object, class, return, query, attribute","['aggregating', 'row', 'appears', 'multiple', 'times']"
2019,1.0,0.15,"data, convert, model, django, table, tensorflow, keras, type, method, input","['pytorch', 'forward', 'function', 'additional', 'operations']"
